combined_text,sentiment,overall,verified,vote,style_Size,style_Color,textLen,wordCount,is_outlier,clean_vader,clean_swn,vader_score,vader_pred,swn_score,swn_prediction
Very comfortable shoes. I have wide feet with falling arches Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Positive,5.0,True,3.0,8.5 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,201,36,False,Very comfortable shoes. I have wide feet with falling arches Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,"['comfortable', 'shoe', 'wide', 'foot', 'falling', 'arch', 'comfortable', 'shoe', 'wide', 'foot', 'falling', 'arch', 'help', 'comfortable', 'enough', 'day', 'long']",0.8998,Positive,-1.125,Negative
Five Stars just do it :),Positive,5.0,True,,10 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,24,6,False,Five Stars just do it :),"['five', 'star']",0.4588,Positive,0.0,Neutral
"Great training shoes Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Positive,5.0,False,2.0,7.5 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,130,24,False,"Great training shoes Super comfy, true Size , I use them for boot Camp, cross fit and they are great , absolutely recommended it.","['great', 'training', 'shoe', 'super', 'comfy', 'true', 'size', 'use', 'boot', 'camp', 'cross', 'fit', 'great', 'absolutely', 'recommended']",0.9612,Positive,0.5,Positive
Five Stars Gracias,Positive,5.0,True,,7 B(M) US,Black/White/Anthracite/Stealth,18,3,False,Five Stars Gracias,"['five', 'star', 'gracias']",0.0,Neutral,0.0,Neutral
Four Stars Good light weight shoe...had to add insole for more support.,Positive,4.0,True,2.0,7 B(M) US,Black/White/Anthracite/Stealth,71,12,False,Four Stars Good light weight shoe...had to add insole for more support.,"['four', 'star', 'good', 'light', 'weight', 'shoehad', 'add', 'insole', 'support']",0.7089,Positive,0.75,Positive
"Comfortable and lightweight I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",Positive,4.0,True,20.0,8.5 B(M) US,Black/White/Anthracite/Stealth,1394,275,True,"Comfortable and lightweight I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight. **UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.","['comfortable', 'lightweight', 'recess', 'aide', 'foot', 'day', 'long', 'tried', 'shoe', 'store', 'purchasing', 'amazon', 'lightweight', 'comfortable', 'surprised', 'great', 'felt', 'havent', 'pair', 'nike', 'since', 'nike', 'shoxs', 'came', 'much', 'lightweight', 'wore', 'entire', 'day', 'first', 'day', 'problem', 'second', 'day', 'however', 'got', 'pain', 'hip', 'point', 'started', 'limping', 'soon', 'got', 'home', 'took', 'pain', 'gone', 'rest', 'evening', 'im', '30', 'way', 'nothing', 'else', 'daily', 'routine', 'changed', 'except', 'wearing', 'shoe', 'two', 'day', 'row', 'dont', 'understand', 'would', 'make', 'hip', 'hurt', 'since', 'comfortable', 'foot', 'im', 'sure', 'problem', 'wore', 'different', 'shoe', 'today', 'pain', 'dont', 'think', 'much', 'foot', 'able', 'wear', 'extended', 'amount', 'time', 'rotate', 'wearing', 'every', 'day', 'normal', 'wear', 'believe', 'people', 'fine', 'literally', 'walking', 'standing', 'six', 'hour', 'day', 'straight', 'update', 'initially', 'wearing', 'hip', 'pain', 'wearing', 'dont', 'know', 'needed', 'broken', 'wear', 'time', 'experienced', 'pain', 'since', 'first', 'couple', 'time', 'wearing', 'comfortable', 'love', 'even']",0.9499,Positive,-8.25,Negative
Three Stars Fit fine...did not like color in person,Neutral,3.0,True,,8.5 B(M) US,Blue Tint/Green Glow/Hasta/White,51,9,False,Three Stars Fit fine...did not like color in person,"['three', 'star', 'fit', 'finedid', 'like', 'color', 'person']",0.1002,Positive,0.75,Positive
These shoes fit like a glove These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,Positive,5.0,True,,8.5 B(M) US,Black/Green Glow-blue Glow-white,148,29,False,These shoes fit like a glove These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,"['shoe', 'fit', 'like', 'glove', 'shoe', 'fit', 'like', 'glove', 'light', 'supportive', 'worn', 'several', 'time', 'feel', 'light', 'foot']",0.7205,Positive,-1.0,Negative
Runs large Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,Negative,2.0,True,,10 B(M) US,Black/Wolf Grey/White/Pink,189,35,False,Runs large Comfortable shoe. First time I've ever bought nikes that feel so large. It feels about 1/2 size too big. I bought 7.5. I normally wear exactly that size and on occasion an 8.,"['run', 'large', 'comfortable', 'shoe', 'first', 'time', 'ive', 'ever', 'bought', 'nike', 'feel', 'large', 'feel', '12', 'size', 'big', 'bought', '75', 'normally', 'wear', 'exactly', 'size', 'occasion', '8']",0.5106,Positive,-0.75,Negative
Five Stars Very comfortable and looks great!,Positive,5.0,True,,8.5 B(M) US,Black/White/Anthracite/Stealth,44,7,False,Five Stars Very comfortable and looks great!,"['five', 'star', 'comfortable', 'look', 'great']",0.8395,Positive,-0.75,Negative
Four Stars I really like them!,Positive,4.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,30,6,False,Four Stars I really like them!,"['four', 'star', 'really', 'like']",0.474,Positive,0.625,Positive
I liked these shoes a lot I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,Positive,4.0,True,,7.5 B(M) US,Ocean Fog/Blue Grey/Mango,203,42,False,I liked these shoes a lot I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,"['liked', 'shoe', 'lot', 'liked', 'shoe', 'lot', 'light', 'weight', 'didnt', 'give', '5', 'color', 'little', 'lighter', 'thought', 'going', 'still', 'great', 'shoe', 'comfortable']",0.9365,Positive,-1.5,Negative
Five Stars Nice shoes,Positive,5.0,True,,7.5 B(M) US,Black/White/Anthracite/Stealth,21,4,False,Five Stars Nice shoes,"['five', 'star', 'nice', 'shoe']",0.4215,Positive,0.0,Neutral
"Too small, flimsy upper I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.",Neutral,3.0,True,,7 B(M) US,Grey,222,43,False,"Too small, flimsy upper I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.","['small', 'flimsy', 'upper', 'shocked', 'small', 'shoe', 'true', 'size', 'multiple', 'shoe', 'brand', 'quality', 'could', 'better', 'opinion', 'little', 'support', 'upper']",0.239,Positive,-0.25,Negative
Great fit! My daughter loves them. Great fit!,Positive,5.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,45,8,False,Great fit! My daughter loves them. Great fit!,"['great', 'fit', 'daughter', 'love', 'great', 'fit']",0.9551,Positive,0.5,Positive
"They are slightly longer in look then I was would like but I think that is typical of cross trainers I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",Positive,4.0,True,4.0,8 B(M) US,White/Hyper Pink/Pure Platinum/Wolf Grey,671,128,True,"They are slightly longer in look then I was would like but I think that is typical of cross trainers I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.","['slightly', 'longer', 'look', 'would', 'like', 'think', 'typical', 'cross', 'trainer', 'wearing', 'running', 'shoe', 'cardio', 'dance', 'class', 'gym', 'thought', 'would', 'sufficient', 'getting', '2', 'blood', 'blister', 'research', 'found', 'cross', 'trainer', 'would', 'appropriate', 'ended', 'buying', 'pair', 'slightly', 'longer', 'look', 'would', 'like', 'think', 'typical', 'cross', 'trainer', 'also', 'lacing', 'done', 'way', 'allows', 'tie', 'tightly', 'youre', 'careful', 'toe', 'tingling', 'one', 'particular', 'work', 'done', 'happy', 'shoe']",0.8697,Positive,0.5,Positive
"and the toe area is pretty wide plus plenty long even with socks These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",Positive,5.0,False,,9 B(M) US,Grey,312,64,False,"and the toe area is pretty wide plus plenty long even with socks These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.","['toe', 'area', 'pretty', 'wide', 'plus', 'plenty', 'long', 'even', 'sock', 'run', 'large', 'wear', '95', 'exactly', 'every', 'shoe', 'bought', '9', 'toe', 'area', 'pretty', 'wide', 'plus', 'plenty', 'long', 'even', 'sock', 'comfy', 'nice', 'looking', 'shoe', 'love', 'glad', 'able', 'try', 'purchasing']",0.9696,Positive,1.625,Positive
Great shoes Fast shipping and turned out as expected. Couldn't be happier.,Positive,5.0,True,,8.5 B(M) US,Black/White/Anthracite/Stealth,74,12,False,Great shoes Fast shipping and turned out as expected. Couldn't be happier.,"['great', 'shoe', 'fast', 'shipping', 'turned', 'expected', 'couldnt', 'happier']",0.3235,Positive,-0.125,Negative
